URL,popularity,song_title,year
http://www.metrolyrics.com/she-just-wants-to-be-lyrics-rem.html,0,She Just Wants To Be Lyrics,2006
http://www.metrolyrics.com/sheherazade-lyrics-rem.html,0,Sheherazade Lyrics,2006
http://www.metrolyrics.com/shiny-happy-people-lyrics-rem.html,4,Shiny Happy People Lyrics,2011
http://www.metrolyrics.com/sing-for-the-submarine-lyrics-rem.html,0,Sing For The Submarine Lyrics,2008
http://www.metrolyrics.com/sitting-still-lyrics-rem.html,0,Sitting Still Lyrics,2011
http://www.metrolyrics.com/so-fast-so-numb-lyrics-rem.html,0,"So Fast, So Numb Lyrics",2006
http://www.metrolyrics.com/so-central-rain-lyrics-rem.html,1,So. Central Rain Lyrics,2011
http://www.metrolyrics.com/so-central-rain-im-sorry-lyrics-rem.html,0,So. Central Rain (I'm Sorry) Lyrics,2016
http://www.metrolyrics.com/southern-central-rain-im-sorry-lyrics-rem.html,0,Southern Central Rain Lyrics,2007
http://www.metrolyrics.com/sponge-lyrics-rem.html,0,Sponge Lyrics,2006
http://www.metrolyrics.com/stand-lyrics-rem.html,3,Stand Lyrics,2003
http://www.metrolyrics.com/star-69-lyrics-rem.html,0,Star 69 Lyrics,2006
http://www.metrolyrics.com/star-me-kitten-lyrics-rem.html,0,Star Me Kitten Lyrics,2006
http://www.metrolyrics.com/staring-down-the-barrel-of-the-middle-distance-lyrics-rem.html,0,Staring Down the Barrel of the Middle Distance Lyrics,2016
http://www.metrolyrics.com/strange-lyrics-rem.html,0,Strange Lyrics,2008
http://www.metrolyrics.com/strange-wire-lyrics-rem.html,2,Strange (wire) Lyrics,2008
http://www.metrolyrics.com/strange-currencies-lyrics-rem.html,3,Strange Currencies Lyrics,2006
http://www.metrolyrics.com/stumble-lyrics-rem.html,0,Stumble Lyrics,2006
http://www.metrolyrics.com/summer-turns-to-high-lyrics-rem.html,0,Summer Turns To High Lyrics,2006
http://www.metrolyrics.com/superman-lyrics-rem.html,2,Superman Lyrics,2006
http://www.metrolyrics.com/supernatural-superserious-lyrics-rem.html,0,Supernatural Superserious Lyrics,2008
http://www.metrolyrics.com/suspicion-lyrics-rem.html,0,Suspicion Lyrics,2006
http://www.metrolyrics.com/swan-swan-h-lyrics-rem.html,0,Swan Swan H Lyrics,2006
http://www.metrolyrics.com/swan-swan-hummingbird-lyrics-rem.html,0,Swan Swan Hummingbird Lyrics,2014
http://www.metrolyrics.com/sweetness-follows-lyrics-rem.html,2,Sweetness Follows Lyrics,2006
http://www.metrolyrics.com/tainted-obligation-lyrics-rem.html,0,Tainted Obligation Lyrics,2006
http://www.metrolyrics.com/talk-about-the-passion-lyrics-rem.html,2,Talk About The Passion Lyrics,2011
http://www.metrolyrics.com/texarcana-lyrics-rem.html,0,Texarcana Lyrics,2016
http://www.metrolyrics.com/texarkana-lyrics-rem.html,0,Texarkana Lyrics,2006
http://www.metrolyrics.com/texarnaka-lyrics-rem.html,0,Texarnaka Lyrics,2006
http://www.metrolyrics.com/that-beat-lyrics-rem.html,0,That Beat Lyrics,2006
http://www.metrolyrics.com/that-someone-is-you-lyrics-rem.html,1,That Someone Is You Lyrics,2011
http://www.metrolyrics.com/the-after-hours-lyrics-rem.html,0,The After Hours Lyrics,2006
http://www.metrolyrics.com/the-apologist-lyrics-rem.html,0,The Apologist Lyrics,2006
http://www.metrolyrics.com/the-ascent-of-man-lyrics-rem.html,0,The Ascent of Man Lyrics,2004
http://www.metrolyrics.com/the-boy-in-the-well-lyrics-rem.html,0,The Boy In The Well Lyrics,2004
http://www.metrolyrics.com/the-final-straw-lyrics-rem.html,0,The Final Straw Lyrics,2004
http://www.metrolyrics.com/the-flowers-of-guatemala-lyrics-rem.html,0,The Flowers of Guatemala Lyrics,2006
http://www.metrolyrics.com/the-great-beyond-lyrics-rem.html,0,The Great Beyond Lyrics,2003
http://www.metrolyrics.com/the-lifting-lyrics-rem.html,1,The Lifting Lyrics,2006
http://www.metrolyrics.com/the-lion-sleeps-tonight-lyrics-rem.html,0,The Lion Sleeps Tonight Lyrics,2006
http://www.metrolyrics.com/the-one-i-love-lyrics-rem.html,9,The One I Love Lyrics,2008
http://www.metrolyrics.com/the-outsiders-lyrics-rem.html,0,The Outsiders Lyrics,2004
http://www.metrolyrics.com/the-sidewinder-sleeps-tonight-lyrics-rem.html,7,The Sidewinder Sleeps Tonight Lyrics,2006
http://www.metrolyrics.com/the-sidewinder-sleeps-tonite-lyrics-rem.html,3,The Sidewinder Sleeps Tonite Lyrics,2003
http://www.metrolyrics.com/the-wakeup-bomb-lyrics-rem.html,0,The Wake-up Bomb Lyrics,2006
http://www.metrolyrics.com/the-wrong-child-lyrics-rem.html,0,The Wrong Child Lyrics,2006
http://www.metrolyrics.com/theme-from-two-steps-onward-lyrics-rem.html,0,Theme From Two Steps Onward Lyrics,2006
http://www.metrolyrics.com/there-she-goes-again-lyrics-rem.html,0,There She Goes Again Lyrics,2006
http://www.metrolyrics.com/these-days-lyrics-rem.html,3,These Days Lyrics,2006
http://www.metrolyrics.com/time-after-time-annelise-lyrics-rem.html,0,Time After Time (annelise) Lyrics,2006
http://www.metrolyrics.com/tired-of-singing-trouble-lyrics-rem.html,0,Tired Of Singing Trouble Lyrics,2006
http://www.metrolyrics.com/tongue-lyrics-rem.html,0,Tongue Lyrics,2006
http://www.metrolyrics.com/tony-thrown-out-lyrics-rem.html,0,Tony Thrown Out Lyrics,2008
http://www.metrolyrics.com/toys-in-the-attic-lyrics-rem.html,0,Toys In The Attic Lyrics,2006
http://www.metrolyrics.com/try-not-to-breathe-lyrics-rem.html,2,Try Not To Breathe Lyrics,2006
http://www.metrolyrics.com/turn-you-insideout-lyrics-rem.html,2,Turn You Inside-out Lyrics,2006
http://www.metrolyrics.com/uberlin-lyrics-rem.html,4,Uberlin Lyrics,2011
http://www.metrolyrics.com/underneath-the-bunker-lyrics-rem.html,0,Underneath The Bunker Lyrics,2006
http://www.metrolyrics.com/undertow-lyrics-rem.html,0,Undertow Lyrics,2006
http://www.metrolyrics.com/until-the-day-is-done-lyrics-rem.html,1,Until The Day Is Done Lyrics,2008
http://www.metrolyrics.com/untitled-lyrics-rem.html,0,Untitled Lyrics,2006
http://www.metrolyrics.com/voice-of-harold-lyrics-rem.html,0,Voice of Harold Lyrics,2006
http://www.metrolyrics.com/wait-lyrics-rem.html,0,Wait Lyrics,2006
http://www.metrolyrics.com/walk-it-back-lyrics-rem.html,0,Walk It Back Lyrics,2011
http://www.metrolyrics.com/walk-unafraid-lyrics-rem.html,1,Walk Unafraid Lyrics,2006
http://www.metrolyrics.com/wall-of-death-lyrics-rem.html,0,Wall Of Death Lyrics,2006
http://www.metrolyrics.com/walters-theme-lyrics-rem.html,0,Walter's Theme Lyrics,2006
http://www.metrolyrics.com/wander-lust-lyrics-rem.html,0,Wander Lust Lyrics,2004
http://www.metrolyrics.com/we-all-go-back-to-where-we-belong-lyrics-rem.html,0,We All Go Back To Where We Belong Lyrics,2011
http://www.metrolyrics.com/we-walk-lyrics-rem.html,0,We Walk Lyrics,2006
http://www.metrolyrics.com/welcome-to-the-occupation-lyrics-rem.html,0,Welcome To The Occupation Lyrics,2008
http://www.metrolyrics.com/wendell-gee-lyrics-rem.html,0,Wendell Gee Lyrics,2006
http://www.metrolyrics.com/west-of-the-fields-lyrics-rem.html,0,West Of The Fields Lyrics,2006
http://www.metrolyrics.com/what-if-we-give-it-away-lyrics-rem.html,0,What If We Give It Away? Lyrics,2006
http://www.metrolyrics.com/whats-the-frequency-lyrics-rem.html,0,What's The Frequency Lyrics,2006
http://www.metrolyrics.com/whats-the-frequency-kenneth-lyrics-rem.html,5,"What's The Frequency, Kenneth? Lyrics",2003
http://www.metrolyrics.com/white-tornado-lyrics-rem.html,0,White Tornado Lyrics,2007
http://www.metrolyrics.com/why-not-smile-lyrics-rem.html,0,Why Not Smile Lyrics,2006
http://www.metrolyrics.com/wichita-lineman-lyrics-rem.html,0,Wichita Lineman Lyrics,2006
http://www.metrolyrics.com/windout-lyrics-rem.html,0,Windout Lyrics,2006
http://www.metrolyrics.com/wolves-lower-lyrics-rem.html,0,"Wolves, Lower Lyrics",2006
http://www.metrolyrics.com/world-leader-pretend-lyrics-rem.html,0,World Leader Pretend Lyrics,2014
http://www.metrolyrics.com/worst-joke-ever-lyrics-rem.html,0,Worst Joke Ever Lyrics,2004
http://www.metrolyrics.com/you-lyrics-rem.html,0,You Lyrics,2006
http://www.metrolyrics.com/you-are-the-everything-lyrics-rem.html,0,You Are The Everything Lyrics,2006
http://www.metrolyrics.com/youre-in-the-air-lyrics-rem.html,0,You're In The Air Lyrics,2006
http://www.metrolyrics.com/zither-lyrics-rem.html,0,ZITHER Lyrics,2007
