URL,popularity,song_title,year,lyrics
http://www.metrolyrics.com/ignoreland-lyrics-rem.html,3,Ignoreland Lyrics,2006,"['These bastards stole their power from the victims of the Us v. Them years\nWrecking all things virtuous and true\nThe undermining social democratic downhill slide into abysmal\nLost lamb off the precipice into the trickle down runoff pool', 'They hypnotized the summer, 1979\nMarched into the capital\nBrooding duplicitous, wicked and able, media-ready, heartless and labeled\nSuper U.S. citizen, super achiever, mega-ultra power dosing\nRelax. Defense, defense, defense, defense. Yeah, yeah, yeah', 'Yeah, yeah, yeah\nIgnoreland\nYeah, yeah, yeah\nIgnoreland', 'The information nation took their clues from all the soundbyte gluttons\n1980, 84, 88, 92, too, too\nHow to be what you can be, jump jam junking your energies\nHow to walk in dignity with throw up on your shoes', ""They amplified the autumn, 1979\nCalculate the capital\nUp the republic, my skinny ass, T.V. tells a million lies\nThe paper's terrified to report anything that isn't handed on a presidential spoon\nI'm just profoundly frustrated by all this\nSo, fuck you man Fuck 'em"", 'Yeah, yeah, yeah\nIgnoreland\nYeah, yeah, yeah\nIgnoreland', ""If they weren't there, we would have created them\nMaybe it is true\nBut I'm resentful all the same\nSomeone's got to take the blame"", ""I know that this is vitriol\nNo solution, spleen-venting\nBut I feel better having screamed, don't you?"", 'They desecrate the winter, 1979\nCapital collateral\nBrooding duplicitous, wicked and able, media-ready, heartless and labeled\nSuper U.S. citizen, super achiever, mega-ultra power dosing\nRelax. Defense, defense, defense, defense. Yeah, yeah, yeah', 'Yeah, yeah, yeah\nIgnoreland\nYeah, yeah, yeah\nIgnoreland\nYeah, yeah, yeah\nIgnoreland\nYeah, yeah, yeah', ""(This is not a revolution. I didn't do the revolution. Thank you)""]"
http://www.metrolyrics.com/imitation-of-life-lyrics-rem.html,3,Imitation Of Life Lyrics,2003,"['Charades, pop skill\nWater hyacinth\nNamed by a poet\nImitation of life', ""Like a koi in a frozen pond\nLike a goldfish in a bowl\nI don't want to hear you cry"", ""That sugarcane that tasted good\nThat's cinnamon, that's Hollywood\nCome on, come on\nNo one can see you try"", ""You want the greatest thing\nThe greatest thing since bread came sliced\nYou've got it all\nYou've got it sized\nLike a Friday fashion show teenager\nFreezing in the corner\nTrying to look like you don't try"", ""That sugarcane that tasted good\nThat's cinnamon, that's Hollywood\nCome on, come on\nNo one can see you try"", '(No one can see you cry)', ""That sugarcane that tasted good\nThat's freezing rain, that's what you could\nCome on, come on\nNo one can see you cry"", ""This sugarcane, this lemonade\nThis hurricane, I'm not afraid\nCome on, come on\nNo one can see me cry\nThis lightning storm, this tidal wave\nThis avalanche, I'm not afraid\nCome on, come on\nNo one can see me cry"", ""That sugarcane that tasted good\nThat's who you are, that's what you could\nCome on, come on\nNo one can see you cry"", ""That sugarcane that tasted good\nThat's who you are, that's what you could\nCome on, come on\nNo one can see you cry""]"
http://www.metrolyrics.com/it-happened-today-lyrics-rem.html,0,It Happened Today Lyrics,2011,"['This is not a parable\nThis is a terrible\nThis is a terrible thing.', ""Yes I will rhyme that after,\nafter all I've done today\nI have earned my wings"", 'It happened today. Hooray! Hooray!\nIt happened. Hip, hip, hooray!', ""We'll leave the allegory\nto another Bible story\nOut of deference, defiance, and choice."", ""And close in on a promise\nafter all I've done today\nI have earned my voice"", 'It happened today. Hooray! Hooray!\nIt happened. Hip, hip, hooray!', 'Oh...']"
http://www.metrolyrics.com/it-happens-today-lyrics-rem.html,0,It Happens Today Lyrics,2011,"['This is not a parable\nThis is a terrible\nThis is a terrible thing.', ""Yes I will rhyme that after,\nafter all I've done today\nI have earned my wings"", 'It happened today. Hooray! Hooray!\nIt happened. Hip, hip, hooray!', ""We'll leave the allegory\nto another Bible story\nOut of deference, defiance, and choice."", ""And close in on a promise\nafter all I've done today\nI have earned my voice"", 'It happened today. Hooray! Hooray!\nIt happened. Hip, hip, hooray!', 'Oh...']"
http://www.metrolyrics.com/its-a-free-world-baby-lyrics-rem.html,0,It's A Free World Baby Lyrics,2006,"['I was hungry when I said\nI never got to sleep\nYou go ahead\nYou can get whatever you want', ""There's a feeling in my belly\nThe new tomorrow scene\nIt's an interesting job\nIt's the fireworks"", ""I don't need it [(I don't need it)]\nI hit my head [(he hit his head)]\nI can't feel anything\nYou gave too much away\nYou came to say\nIt's a free world baby\nAnd you gave too much away, hey, hey"", 'Get whatever you want\nGet whatever you want', ""Me, I'm tired of this candy\nMy teeth ache my head\nBoys in bed, girls in bed\nAll now go to sleep\nSleep, sweet dreams\nWake to a new today tomorrow"", ""I don't need it [(I don't need it)]\nI hit my head [(he hit his head)]\nI can't feel anything\nYou gave too much away\nYou came to say\nIt's a free world baby\nAnd you gave too much away\nIt's a free world baby"", 'Get whatever you want\nGet whatever you want', 'Boys in bed, girls in bed\nAll now go to sleep\nSleep, sweet dreams\nWake to a new today tomorrow\nSleep, sweet dreams\nWake to a new today tomorrow', ""I don't need it [(I don't need it)]\nI hit my head [(he hit his head)]\nI can't feel anything\nYou gave too much away\nYou came to say\nIt's a free world baby\nAnd you gave too much away"", ""It's a free world baby\nIt's a free world baby"", 'Boys in bed, girls in bed\nAll now go to sleep\nSleep, sweet dreams\nWake to a new today tomorrow\nSleep, sweet dreams\nWake to a new today tomorrow']"
http://www.metrolyrics.com/its-the-end-of-the-world-lyrics-rem.html,10,It's The End Of The World Lyrics,2008,"[""That's great, it starts with an earthquake\nBirds and snakes, an aeroplane, Lenny Bruce is not afraid\nEye of a hurricane, listen to yourself churn\nWorld serves its own needs, don't misserve your own needs"", 'Feed it up a knock, speed, grunt, no, strength, no\nLadder, structure clatter with fear of height, down height\nWire in a fire, represent the seven games\nIn a government for hire and a combat site', ""Left her, wasn't coming in a hurry with the furies\nBreathing down your neck\nTeam by team, reporters baffled, trump, tethered crop\nLook at that low plane, fine then"", ""Uh oh, overflow, population, common group\nBut it'll do, save yourself, serve yourself\nWorld serves its own needs, listen to your heart bleed\nTell me with the rapture and the reverent in the right, right\nYou vitriolic, patriotic, slam, fight, bright light\nFeeling pretty psyched"", ""It's the end of the world as we know it\nIt's the end of the world as we know it\nIt's the end of the world as we know it\nAnd I feel fine"", ""Six o'clock, TV hour, don't get caught in foreign tower\nSlash and burn, return, listen to yourself churn\nLock him in uniform and book burning, blood letting\nEvery motive escalate, automotive incinerate"", 'Light a candle, light a motive, step down, step down\nWatch a heel crush, crush, uh oh, this means no fear\nCavalier, renegade and steer clear\nA tournament, a tournament, a tournament of lies\nOffer me solutions, offer me alternatives and I decline', ""It's the end of the world as we know it\nIt's the end of the world as we know it\nIt's the end of the world as we know it\nAnd I feel fine, I feel fine"", ""It's the end of the world as we know it\nIt's the end of the world as we know it\nIt's the end of the world as we know it\nAnd I feel fine"", 'The other night I tripped a nice continental drift divide\nMount St. Edelite, Leonard Bernstein\nLeonid Breshnev, Lenny Bruce and Lester Bangs\nBirthday party, cheesecake, jelly bean, boom\nYou symbiotic, patriotic, slam but neck, right? Right', ""It's the end of the world as we know it\nIt's the end of the world as we know it\nIt's the end of the world as we know it\nAnd I feel fine"", ""It's the end of the world as we know it\nIt's the end of the world as we know it\nIt's the end of the world as we know it\nAnd I feel fine"", ""It's the end of the world as we know it\nIt's the end of the world as we know it\nIt's the end of the world as we know it\nAnd I feel fine\nIt's the end of the world as we know it\nIt's the end of the world as we know it\nIt's the end of the world as we know it\nAnd I feel fine\nIt's the end of the world as we know it\nIt's the end of the world as we know it\nIt's the end of the world as we know it\nAnd I feel fine""]"
http://www.metrolyrics.com/its-the-end-of-the-world-as-we-know-it-lyrics-rem.html,3,It's The End of The World as We Know It Lyrics,2008,"[""That's great, it starts with an earthquake\nBirds and snakes, an aeroplane, Lenny Bruce is not afraid\nEye of a hurricane, listen to yourself churn\nWorld serves its own needs, don't misserve your own needs"", 'Feed it up a knock, speed, grunt, no, strength, no\nLadder, structure clatter with fear of height, down height\nWire in a fire, represent the seven games\nIn a government for hire and a combat site', ""Left her, wasn't coming in a hurry with the furies\nBreathing down your neck\nTeam by team, reporters baffled, trump, tethered crop\nLook at that low plane, fine then"", ""Uh oh, overflow, population, common group\nBut it'll do, save yourself, serve yourself\nWorld serves its own needs, listen to your heart bleed\nTell me with the rapture and the reverent in the right, right\nYou vitriolic, patriotic, slam, fight, bright light\nFeeling pretty psyched"", ""It's the end of the world as we know it\nIt's the end of the world as we know it\nIt's the end of the world as we know it\nAnd I feel fine"", ""Six o'clock, TV hour, don't get caught in foreign tower\nSlash and burn, return, listen to yourself churn\nLock him in uniform and book burning, blood letting\nEvery motive escalate, automotive incinerate"", 'Light a candle, light a motive, step down, step down\nWatch a heel crush, crush, uh oh, this means no fear\nCavalier, renegade and steer clear\nA tournament, a tournament, a tournament of lies\nOffer me solutions, offer me alternatives and I decline', ""It's the end of the world as we know it\nIt's the end of the world as we know it\nIt's the end of the world as we know it\nAnd I feel fine, I feel fine"", ""It's the end of the world as we know it\nIt's the end of the world as we know it\nIt's the end of the world as we know it\nAnd I feel fine"", 'The other night I tripped a nice continental drift divide\nMount St. Edelite, Leonard Bernstein\nLeonid Breshnev, Lenny Bruce and Lester Bangs\nBirthday party, cheesecake, jelly bean, boom\nYou symbiotic, patriotic, slam but neck, right? Right', ""It's the end of the world as we know it\nIt's the end of the world as we know it\nIt's the end of the world as we know it\nAnd I feel fine"", ""It's the end of the world as we know it\nIt's the end of the world as we know it\nIt's the end of the world as we know it\nAnd I feel fine"", ""It's the end of the world as we know it\nIt's the end of the world as we know it\nIt's the end of the world as we know it\nAnd I feel fine"", ""It's the end of the world as we know it\nIt's the end of the world as we know it\nIt's the end of the world as we know it\nAnd I feel fine""]"
http://www.metrolyrics.com/its-the-end-of-the-world-as-we-know-it-and-i-feel-fine-lyrics-rem.html,5,It's The End Of The World As We Know It (and I Feel Fine) Lyrics,2014,"[""That's great, it starts with an earthquake\nBirds and snakes, an aeroplane, and Lenny Bruce is not afraid"", ""Eye of a hurricane, listen to yourself churn\nWorld serves its own needs, don't misserve your own needs\nFeed it up a knock, speed, grunt, no, strength\nThe ladder starts to clatter with a fear of height, down, height\nWire in a fire, represent the seven games\nAnd a government for hire and a combat site\nLeft her, wasn't coming in a hurry with the Furies breathing down your neck"", ""Team by team, reporters baffled, trumped, tethered, cropped\nLook at that low plane, fine, then\nUh-oh, overflow, population, common group\nBut it'll do, save yourself, serve yourself\nWorld serves its own needs, listen to your heart bleed\nTell me with the Rapture and the reverent in the right, right\nYou vitriolic, patriotic, slam fight, bright light\nFeeling pretty psyched"", ""It's the end of the world as we know it\nIt's the end of the world as we know it\nIt's the end of the world as we know it, and I feel fine"", ""Six o'clock, TV hour, don't get caught in foreign tower\nSlash and burn, return, listen to yourself churn\nLock him in uniform, book burning, bloodletting\nEvery motive escalate, automotive incinerate\nLight a candle, light a motive, step down, step down\nWatch your heel crush, crush, uh-oh\nThis means no fear, cavalier, renegade and steering clear\nA tournament, a tournament, a tournament of lies\nOffer me solutions, offer me alternatives, and I decline"", ""It's the end of the world as we know it (I had some time alone)\nIt's the end of the world as we know it (I had some time alone)\nIt's the end of the world as we know it, and I feel fine (It's time I had some time alone)\nI feel fine (I feel fine)"", ""It's the end of the world as we know it (It's time I had some time alone)\nIt's the end of the world as we know it (It's time I had some time alone)\nIt's the end of the world as we know it, and I feel fine (It's time I had some time alone)"", 'The other night I dreamt a nice continental drift divide\nMountains sit in a line, Leonard Bernstein\nLeonid Brezhnev, Lenny Bruce, and Lester Bangs\nBirthday party, cheesecake, jellybean, boom\nYou symbiotic, patriotic, slam but neck, right? Right', ""It's the end of the world as we know it (It's time I had some time alone)\nIt's the end of the world as we know it (It's time I had some time alone)\nIt's the end of the world as we know it, and I feel fine (It's time I had some time alone)"", ""It's the end of the world as we know it\nIt's the end of the world as we know it\nIt's the end of the world as we know it, and I feel fine (It's time I had some time alone)"", ""It's the end of the world as we know it (It's time I had some time alone)\nIt's the end of the world as we know it (It's time I had some time alone)\nIt's the end of the world as we know it, and I feel fine (It's time I had some time alone)"", ""It's the end of the world as we know it (It's time I had some time alone)\nIt's the end of the world as we know it (It's time I had some time alone)\nIt's the end of the world as we know it, and I feel fine (It's time I had some time alone)"", ""(It's time I had some time alone)""]"
http://www.metrolyrics.com/just-a-touch-lyrics-rem.html,0,Just a Touch Lyrics,2006,"[""Well, what in the world, women in black\nDon't you remember, send us back\nA day in the life, well, nobody laughed\nLook to the days, how long can this last?"", 'Kevin heard it on the radio\nHugh informed word of mouth\nCarla read it in the news\nCaught it all, just a touch', ""You set the pace of what was to come\nI have to carry on now that you're gone\nA day in the life, nobody laughed\nLook to the days, how long can this last?"", 'Kevin heard it on the radio\nHugh informed word of mouth\nCarla read it in the news\nCaught it all, just a touch', ""There's someone in our dreams\nIn our pre-assembled dream\nLord, Dave, William"", ""Well, what in the world, women in black\nDon't you remember, send the towering past back\nA day in the life, well, nobody laughed\nLook to the days, how long can this last"", 'Kevin heard it on the radio\nHugh informed word of mouth\nCarla read it in the news\nCaught it all, just a touch', ""I can't see where to worship Popeye, love Al Green\nI can't see, I'm so young, I'm so goddamn young""]"
http://www.metrolyrics.com/king-of-birds-lyrics-rem.html,1,King of Birds Lyrics,2008,"[""A thumbnail sketch, a jeweler's stone\nA mean idea to call my own\nOld man don't lay so still you're not yet young\nThere's time to teach, point to point,\nPoint observation, children carry reservations"", 'Standing on the shoulders of giants\nLeaves me cold, leaves me cold\nA mean idea to call my own\nA hundred million birds fly', ""Singer sing me a given\nSinger sing me a song\nStanding on the shoulders of giants\nEverybody's looking on\n[(Old man don't lay so still you're not yet young, there's time to teach, point to point, point observation, children carry reservations)]"", 'Standing on the shoulders of giants\nLeaves me cold\nA mean idea to call my own\nA hundred million birds fly away, away, away', ""I am king of all I see\nMy kingdom for a voice\nOld man don't lay so still, you're not yet young\nThere's time to teach, point to point\nPoint observation, children carry reservations"", 'Standing on the shoulders of giants\nLeaves me cold, leaves me cold\nA mean idea to call my own\nA hundred million birds fly away, away, away', 'Everybody hit the ground\nEverybody hit the ground\nEverybody hit the ground\nEverybody hit the ground']"
http://www.metrolyrics.com/king-of-comedy-lyrics-rem.html,0,King Of Comedy Lyrics,2006,"['Make your money with a suit and tie\nMake your money with shrewd denial\nMake your money expert advice,\nIf you can wing it\nMake your money with a power ply\nMake your money with a buyout bribe\nYou can lie as long as you mean it', ""I'm not king of comedy,\nGrease the pig, give a squeeze (squeeze me)"", ""Make your money with exploitation\nMake it holy illumination\nSay a prayer at every station\nDon't forget to ask for mercy\nMake your money with a pretty face\nMake it easy with product placement\nMake it charged with controversy\nI'm straight, I'm queer, I'm bi"", ""I'm not king of comedy,\nI'm not your magazine,\nI'm not your television"", ""Make your money, make it rich\nmake it young and make it quick\nMake your money on the jukebox, baby,\nit's pick up sticks,\nMake your enemies make your moves\nMake your critics fumble through\nMake it smart and make it schmooze\nMake it look easy"", ""I'm not king of comedy,\nI'm not your magazine,\nI'm not your television,\nI'm not your movie screen\nI'm not commodity (all together now)\nI'm not commodity\nI'm not commodity""]"
http://www.metrolyrics.com/king-of-the-road-lyrics-rem.html,0,King Of The Road Lyrics,2006,"[""Trailers for sale or rent\nRooms to let, fifty cents\nNo cars no pool no pets\nI ain't got no cigarettes"", ""It takes four hours of pushin' broom\nTo buy a four-by-twelve two-bit room\nI'm a man of means, by no means\nKing of the road"", ""Trailers for sale or rent\nRooms to let, fifty cents\nNo cars no pool no pets\nI ain't got no cigarettes"", ""It takes eight hours of pushin' broom\nTo buy a four-by-twelve two-bit room\nI'm a man of man, by no means\nKing of the road, take it Slim"", ""It takes eight hours of pushin' broom\nTo buy a four-by-twelve two-bit room\nI'm a man of man, by no means\nKing of the road, one more time"", ""Trailers for sale or rent\nRooms to let, fifty cents\nNo cars no pool no pets\nI ain't got no cigarettes"", ""It takes eight hours of pushin' broom\nTo buy a four-by-twelve two-bit room\nI'm a man of man, by no means\nKing of the road, take it Slim""]"
http://www.metrolyrics.com/kohoutek-lyrics-rem.html,1,Kohoutek Lyrics,2006,"['Who will stand alone', ""She carried ribbons, she wore them out\nCourage built a bridge, jealousy tore it down\nAt least it's something you've left behind\nAnd like Kohoutek you were gone\nWe sat in the garden, we stood on the porch\nI won't deny myself, we never talked"", ""She wore bangles, she wore bells\nOn her toes and she jumped\nLike a fish, like a flying friend\nYou were gone, like Kohoutek, can't forget that\nFever built a bridge, reason tore it down\nIf I am one to follow who will stand alone"", ""Maybe you're not the problem, scissors, paper, stone\nIf you stand and holler, these prayers will talk\nShe carried ribbons, she wore them out\nMichael built a bridge, Michael tore it down\nAt least it's something you've left behind\nLike Kohoutek, you were gone"", 'Michael built a bridge, Michael tore it down\nIf I stand and holler will I stand alone']"
http://www.metrolyrics.com/laughing-lyrics-rem.html,0,Laughing Lyrics,2006,"['Laoco̦n and her two sons\nPressured storm, tried to move\nNo other more emotion bound\nMartyred, misconstrued', 'Lighted in a room, in the room\nLighted, lighted, laughing in tune\nLighted, lighted, laughing', 'Laoco̦n and her two sons\nRun the gamut, sated view\nKnow them more, emotion bound\nMartyred, misconstrued', 'Lighted in a room, in the room\nLighted, lighted, laughing in tune\nLighted, lighted, laughing', 'In a room, lock the door, latch the room\nLighted, lighted, laughing', 'Laoco̦n and her two sons\nRan the gamut, settled new\nFind a place fit to laugh\nLock the doors and latch the room', 'Lighted in a room, in the room\nLighted, lighted, laughing in tune\nLighted, lighted, laughing in tune', 'Lighted, lighted, laughing in tunes\nLighted, lighted, laughing in tune']"
http://www.metrolyrics.com/leave-lyrics-rem.html,0,Leave Lyrics,2006,"['Nothing could be bring me closer.\nnothing could be bring me near.\nwhere is the road I follow\nto leave, leave?', ""It's under, under, under my feet.\nthe sea spread out there before me.\nwhere do I go when the land touches sea?\nthere is my trust in what I believe."", ""That's what keeps me,\nthat's what keeps me,\nthat's what keeps me down,\nto leave, believe it,\nleave it all behind."", ""Shifting the dream\nnothing could bring me further from my old friend time.\nshifting the dream\nit's charging the scene\nI know where I marked the signs."", 'I suffer the dreams of a world gone mad\nI like it like that and I know it\nI know it well, ugly and sweet,\nI temper madness with an even extreme.', ""That's what keeps me\nthat's what keeps me\nthat's what keeps me down\nI say that I'm a bantam lightweight\nI say that I'm a phantom airplane\nthat never left the ground."", ""That's what keeps me,\nthat's what keeps me,\nthat's what keeps me down,\nto leave it, believe it.\nleave it all behind."", 'Lift me, lift me,\nI attain my dream.\nI lost myself, I lost the\nheartache calling me.\nI lost myself in sorrow\nI lost myself in pain.\nI lost myself in gravity,\nmemory, leave, leave.', ""That's what keeps me,\nthat's what keeps me,\nthat's what keeps me down,\nTo leave it, believe it,\nleave it all behind."", ""That's what keeps me,\nthat's what keeps me,\nthat's what keeps me down,\nto leave it, believe it,\nleave it all behind."", ""Lift my hands, my eyes are still,\nI'll walk into the sea\nshoot myself in a different place\nand leave it"", ""I've longed for this to take me,\nI've longed for my release\nI've waited for the callin'\nto leave, leave."", ""Leave, leave.\nLeavin', leavin'""]"
http://www.metrolyrics.com/leaving-new-york-lyrics-rem.html,3,Leaving New York Lyrics,2004,"[""It's quiet now and what it brings is everything\nComes calling back, a brilliant night, I'm still awake\nI looked ahead, I'm sure I saw you there\nYou don't need me to tell you now that nothing can compare"", ""You might have laughed if I told you\nYou might have hidden your frown\nYou might have succeeded in changing me\nI might have been turned around\nIt's easier to leave than to be left behind\nLeaving was never my proud\nLeaving New York, never easy\nI saw the light fading out"", ""Now life is sweet, and what it brings I tried to take\nBut loneliness, it wears me out, it lies in wait\nAnd all not lost, still in my eye\nShadow of necklace across your thigh\nI might have lived my life in a dream, but I swear it, this is real\nMemory fuses and shatters like glass\nMercurial future, forget the past\nBut it's you, it's what I feel"", ""You might have laughed if I told you (It's pulling me apart)\nYou might have hidden your frown (Change)\nYou might have succeeded in changing me (It's pulling me apart)\nI might have been turned around (Change)\nIt's easier to leave than to be left behind (It's pulling me apart)\nLeaving was never my proud (Change)\nLeaving New York, never easy (It's pulling me apart)\nI saw the light fading out"", ""You find it in your heart\nIt's pulling me apart\nYou find it in your heart\nChange"", ""I told you forever (Find it in your heart)\nI love you forever (It's pulling me apart)\nI told you I love you (Find it in your heart)\nI love you forever (Change)\nI told you forever (Find it in your heart)\nI love you forever (It's pulling me apart)\nI told you I love you (Find it in your heart)\nI love you forever (Change)"", ""(You never, you never told me forever)\nYou might have laughed if I told you (It's pulling me apart)\nYou might have hidden your frown (Change)\nYou might have succeeded in changing me (It's pulling me apart)\nI might have been turned around (Change)\nIt's easier to leave than to be left behind (It's pulling me apart)\nLeaving was never my proud (Change)\nLeaving New York, never easy (It's pulling me apart)\nI saw the light fading out (Change)\nLeaving New York, never easy (It's pulling me apart)\nI saw the light fading out (Change)\nLeaving New York, never easy (It's pulling me apart)\nI saw the light fading out (Change)""]"
http://www.metrolyrics.com/let-me-in-lyrics-rem.html,2,Let Me In Lyrics,2006,"['Yeah all those stars drip down like butter\nAnd promises are sweet\nWe hold out our pans with our hands to catch them\nWe eat them up, drink them up, up, up, up', 'Hey, let me in\nHey, let me in', 'I only wish that I could hear you whisper down\nMr Fisher moved to a less peculiar ground\nHe gathered up his loved ones and he brought them all around\nTo say goodbye\nNice try.', 'Hey, let me in\nYeah yeah yeah\nHey, let me in', ""I had a mind to try to stop you\nLet me in. Let me in\nWell, I got tar on my feet and I can't see all the birds look down and laugh at me\nClumsy, crawling out of my skin"", 'Hey, let me in\nYeah yeah yeah\nHey, let me in\nHey, let me in\nYeah yeah yeah\nHey, let me in']"
http://www.metrolyrics.com/letter-never-sent-lyrics-rem.html,0,Letter Never Sent Lyrics,2006,"[""It's been pretty simple so far\nVacation in Athens is calling me\nAnd knock, knock, knock on wood\nI thought I'd left you behind"", 'Heaven is yours, heaven is yours\nHeaven is yours where I live', ""I followed the catacombs\nLeft my soul at home\nThis letter never sent\nAnd it's so far, it's so dark, I'm so lost"", ""Heaven is yours, heaven is yours\nHeaven is yours where I live\n(Another story, another story for a while, someone show me)\nWhen I'm moving too fast\nHere's my new address"", ""The water's receiving me now\nThe catacombs are filling in\nIf my soul was made of stone\nNo, not, not so dark, dark\nAnd it's so far, it's so dark, I'm so lost\nAnd it's so far, it's so far, it's so far"", 'Heaven is yours, heaven is yours\nHeaven is yours where I live\n(Another story, another story for a while, someone show me)\nHeaven is yours, heaven is yours\nHeaven is yours where I live\n(Another story, another story for a while, someone show me)']"
http://www.metrolyrics.com/life-and-how-to-live-it-lyrics-rem.html,0,Life And How To Live It Lyrics,2011,"['Burn bright through the night, two pockets lead the way\nTwo doors to go between the wall was raised today\nTwo doors, two names to call your other and your own\nKeep these books well stocked away and take your happy home', ""My carpenter's out and running about and talking to the street\nMy pockets are out and running about and barking in the street\nTo tell what I have hidden there"", 'Burn bright through the night, two pockets lead the way\nTwo doors to go between the wall was raised today\nRaise the walls to hide these flaws, the carpenter should rest\nSo that when you tire of one side the other serves you best', ""My carpenter's out and running about, talking to the street\nMy pockets are out and running about and barking in the street\nTo tell what I have hidden there"", ""The hills ringing hear the words in time, listen to the holler\nListen to my walls within my tongue\nCan't you see you made my ears go tin\nThe air quicken tension building inference suddenly\nLife and how to live it"", ""Raise the walls to hide these flaws, the carpenter should rest\nSo that when you tire of one side the other serves you best\nRead about the wisdom wall, the knock-knock-knock\nA secret knock, one hammer's locked, the other wisdom's lost"", ""My carpenter's out and running about and talking to the street\nMy pockets are out and running about and barking in the street\nTo tell what I have hidden there"", ""My carpenter's out and running about, walking the\nListen to the holler\nMy pockets are out and running about, barking in the street\nTo tell what I have hidden there"", 'Listen, listen to the holler\nIf I write a book it will be called\nLife and how to live it']"
http://www.metrolyrics.com/lightnin-hopkins-lyrics-rem.html,0,Lightnin' Hopkins Lyrics,2008,"[""When I lay myself to sleep pray that I don't go too deep\nLightnin' won Lightnin' won\nBecause it's cold down gold down there, crow!"", ""Flat lands low lands on the track\nShows the water pan the track\nLightnin' won lightnin' won\nClose up hands to silhouette, crow!"", ""Lightnin' won, lightnin' won\nHound bark on the track\nHound crow hold onto your hat"", ""Lightnin' won lightnin' won\nLow lands timberlands bad lands bird lands.""]"
http://www.metrolyrics.com/lisa-sez-lyrics-rem.html,0,Lisa Sez Lyrics,2006,"[""Too...too...took her so long\nI was only having fun\nI guess I'm really hung\nI guess you'd better run"", ""That's what Lisa said"", ""While you running all over town\nWhy don't you settle down\nI told her we were just friends\nShe believed it till the end"", ""That's what Lisa said\nThat's what she said"", ""She's a (cherry?) now\nShe put me on her\nShe put you on trial\nNo I'm in her_______"", ""Too...too...Took her so long\nI was only having fun\nI guess I'm not so hung\nI guess you'd better run"", ""That's what Lisa said\nThat's what she said""]"
http://www.metrolyrics.com/little-america-lyrics-rem.html,0,Little America Lyrics,2006,"[""I can't see myself at thirty, I don't buy a lacquered thirty\nCaught like flies, preserved for tomorrow's jewelry, again\nLighted in the amber yard, a green shellback, green shellback\nPreserved for tomorrow's eyes, in a tree beer tar-black br'er sap"", ""The biggest wagon is the empty wagon is the noisiest\nThe consul a horse, Jefferson, I think we're lost"", ""Who will tend the farm museums, who will dust today's belongings\nWho will sweep the floor, hedging near the givens\nRally round your leaders it's the mediator season\nDiane is on the beach, do you realize the life she's led"", ""The biggest wagon is the empty wagon is the noisiest\nThe consul a horse, oh man, I think we're lost\nThe biggest wagon is the empty wagon is the noisiest\nA matter of course, Jefferson, drive"", ""Lighted in the amber yard, a green shellback, green shellback\nSkylight, sty-tied, Nero pie-tied, in a tree tar-black br'er sap\nReason has harnessed the tame, a lodging, not stockader's game\nAnother Greenville, another Magic Mart, Jeffer, grab your fiddle"", ""The biggest wagon is the empty wagon is the noisiest\nThe consul a horse, Jefferson, I think we're lost\nThe biggest wagon is the empty wagon is the noisiest\nThe consul a horse, Jefferson, I think we're lost, lost""]"
http://www.metrolyrics.com/living-well-is-the-best-revenge-lyrics-rem.html,2,Living Well Is The Best Revenge Lyrics,2008,"[""It's only when your poison spreads\nInto the life you hope to live\nAnd suddenly you wake up\nIn a shaking panic, now"", ""You set me up like a lamb to slaughter\nGarbo ask the farmer's daughter\nUnbelievable the gospel according to who\nI lay right down"", 'All you sad and lost apostles\nHum my name and flair their nostrils\nChoking on the bones you toss to them', ""I'm not one to sit and spin\n'Cos living well is the best revenge\nBaby, I am calling you on that"", ""Try turn your talking points on me\nHistory will set me free\nThe future's ours and you don't even read\nThe footnote now"", ""So who's chasing me? Where did you go?\nYou disappear mid sentence sinner\nIn a judgment crisis I see my anecdote fall out\nYou weakened shell"", 'All you sad and lost apostles\nHum my name and flair their nostrils\nChoking on the bones you toss to them', ""I'm not one to sit and spin\n'Cos living well's the best revenge\nBaby, I am calling you on that"", ""You say it with your dying breath\nWell I forgive but I don't forget\nYou work it out, let's hear that argument\nCount the count of three go, now"", 'All you sad and lost apostles\nHum my name and flair their nostrils\nChoking on the bones you toss to them', ""Well I'm not one to sit and spin\n'Cos living well is the best revenge\nBaby, I am calling you on that"", ""Baby, I am calling you on that\nBaby, I'm calling you on, oh\n(Baby, I'm calling you)""]"
