URL,popularity,song_title,year,lyrics
http://www.metrolyrics.com/disappear-lyrics-rem.html,1,Disappear Lyrics,2014,"[""I've dragged my feet\nAcross the seat\nAnd jumped out the passenger side.\nThe only thing worth looking for\nIs what you find inside.\nBut that had not yet appeared.\nLost, invisible, here.\nTel Aviv and Agadir,\nTaroudant and Olomouc\nBefore I learned to see\nThe vanishing point appear."", 'I looked for you and everywhere.\nI looked for you and everywhere.', ""There is a calm I haven't come to yet\nI spend half my life figuring what comes next.\nI telescoped in.\nI'll finally win,\nI'll finally win the prize.\nThat now my eyes see\nA comic's perfect timing squeezed.\nI'm headfirst fighting everything\nThe crushed force of memory\nErasing all I've been\nThe vanishing point appears."", ""I looked for you and everywhere.\nI looked for you and everywhere.\nTell me why you're here\nI came to disappear."", ""Look at this face.\nCan you believe it?\nAm I living in a beautiful vacuum,\nBecause I can't see it.\nThe vanishing point appears."", ""I looked for you and everywhere.\nI looked for you and everywhere.\nTell me why you're here\nI came to disappear\nTell me why you're here\nI came to disappear\nI came to disappear.""]"
http://www.metrolyrics.com/green-grow-the-rushes-lyrics-rem.html,1,Green Grow The Rushes Lyrics,2006,"[""The wheelbarrow's fallen look at my hands\nThey've found some surplus cheaper hands\nRubbing palms and pick and choose\nWho will they choose? Here is the news"", ""Look at that building, look at this man\nHaloed and whitewashed gone to find a cheaper hand\nHe'll offer a pound, offer a pound"", 'Green grow the rushes go\nGreen grow the rushes go\nGreen grow the rushes go\nThe compass points the workers home', 'Pay for your freedom, find another gate\nGuilt by associate, the rushes wilted a long time ago\nGuilty as you go', ""Stay off that highway, word is it's not so safe\nGrasses that hide the greenback\nThe amber waves of gain again\nThe amber waves of gain"", 'Green grow the rushes go\nGreen grow the rushes go\nGreen grow the rushes go\nThe compass points the workers home', 'Green grow the rushes go\nGreen grow the rushes go\nGreen grow the rushes go', 'Green grow the rushes go\nGreen grow the rushes go\nGreen grow the rushes go']"
http://www.metrolyrics.com/kohoutek-lyrics-rem.html,1,Kohoutek Lyrics,2006,"['Who will stand alone', ""She carried ribbons, she wore them out\nCourage built a bridge, jealousy tore it down\nAt least it's something you've left behind\nAnd like Kohoutek you were gone\nWe sat in the garden, we stood on the porch\nI won't deny myself, we never talked"", ""She wore bangles, she wore bells\nOn her toes and she jumped\nLike a fish, like a flying friend\nYou were gone, like Kohoutek, can't forget that\nFever built a bridge, reason tore it down\nIf I am one to follow who will stand alone"", ""Maybe you're not the problem, scissors, paper, stone\nIf you stand and holler, these prayers will talk\nShe carried ribbons, she wore them out\nMichael built a bridge, Michael tore it down\nAt least it's something you've left behind\nLike Kohoutek, you were gone"", 'Michael built a bridge, Michael tore it down\nIf I stand and holler will I stand alone']"
http://www.metrolyrics.com/arms-of-love-lyrics-rem.html,1,Arms Of Love Lyrics,2006,"[""Maybe tonight you're achin'\nFor someone you're dreamin' of\nTomorrow you'll be wakin'\nInto the Arms, into the arms of Love"", ""Maybe tonight you're cryin'\nLike a poor wounded dove\nTell me you'll soon be flying\nInto the Arms, into the arms of love"", ""Maybe tonight you're takin'"", ""You couldn't get enough\nHoney you'll soon be wakin'\nInto the Arms, into the arms of Love"", ""Maybe the world is falling\nIt wasn't strong enough\nTell me you'll soon be crawling\nInto the Arms, into the arms of Love\n(repeat to end)""]"
http://www.metrolyrics.com/9-dream-lyrics-rem.html,0,#9 Dream Lyrics,2007,"['It was so long ago, was it in a dream?\nWas it just a dream?\nI know, yes, I know, it seemed so very real\nIt seemed so real to me', 'Took a walk down the street, to the heat whispered trees\nI thought I could hear, hear, hear\nSomebody call out my name as it started to rain\nTwo spirits dancing so strange', 'Ah, bÃ¶wakawa pousse, pousse\nAh, bÃ¶wakawa pousse, pousse\nAh, bÃ¶wakawa pousse, pousse', ""Dream, dream away, magic in the air\nThere's magic in the air\nI believe, I believe, more I cannot say\nSo what more can I say?"", 'On a river of sound, through the merry go round\nI thought I could feel, feel, feel\nMusic touching my soul, something warm, sudden cold\nThe spirit dance was unfolding', 'Ah, bÃ¶wakawa pousse, pousse\nAh, bÃ¶wakawa pousse, pousse\nAh, bÃ¶wakawa pousse, pousse', 'Ah, bÃ¶wakawa pousse, pousse\nAh, bÃ¶wakawa pousse, pousse\nAh, bÃ¶wakawa pousse, pousse\nAh, bÃ¶wakawa pousse, pousse', 'Ah, bÃ¶wakawa pousse, pousse\nAh, bÃ¶wakawa pousse, pousse\nAh, bÃ¶wakawa pousse, pousse\nAh, bÃ¶wakawa pousse, pousse', 'Ah, bÃ¶wakawa pousse, pousse\nAh, bÃ¶wakawa pousse, pousse\nAh, bÃ¶wakawa pousse, pousse\nAh, bÃ¶wakawa pousse, pousse']"
http://www.metrolyrics.com/1000000-lyrics-rem.html,0,"1,000,000 Lyrics",2006,"['Secluded in a marker stone not only deadlier\nBut smarter too, smarter too\nAll along the tomb, all along the ruin\nSecluded in a marker stone not only deadlier\nBut smarter too, smarter too', 'I could live a million\nI could live a million\nI could live a million\nI could live a million years', 'Secluded in a marker stone not only deadlier\nBut smarter too, smarter too\nAll along the tomb, all along the ruin\nSecluded in a marker stone not only deadlier\nBut smarter too, smarter too', 'I could live a million\nI could live a million\nI could live a million\nI could live a million years', 'All along, all along, all along the tomb\nSecrete in, secret in, secret in the ruin', 'Secluded in a maker stone not only deadlier\nBut smarter too, smarter too', 'I could live a million\nI could live a million\nI could live a million\nI could live a million years']"
http://www.metrolyrics.com/11-lyrics-rem.html,0,11 Lyrics,2007,[]
http://www.metrolyrics.com/11th-untitled-song-lyrics-rem.html,0,11th Untitled Song Lyrics,2006,"['This world is big and so-awake\nI stayed up late to hear your voice\nThis light is here to keep you warm\nThis song is here to keep you strong', ""I made a list of things to say\nBut all I really want to say\nAll I really want to say is\nHold her and keep him strong\nWhile I'm away from here\nHold her and keep her strong\nWhile I'm away from here"", ""I've seen the world and so-awake\nAnd stay up late to hear me sing\nJust hold her\nI've seen the world and so-awake\nAnd stay up late to hear me sing\nJust hold him\nHold her and keep her strong\nWhile I'm away from here\nHold him and keep him strong\nWhile I'm away from here""]"
http://www.metrolyrics.com/7-chinese-brothers-lyrics-rem.html,0,7 Chinese Brothers Lyrics,2007,"[""This mellow, sweet, short-haired boy\nWoman offers to pull up a seat\nTake in one symphony now\nWe've just begun to battle"", 'Wrap your heel in bones of steel\nTurn the leg, a twist of color\nAutumn waited hold it to you\nIn the colored come another', 'Seven Chinese brothers swallowing the ocean\nSeven thousand years to sleep away the pain\nShe will return, she will return', ""This mellow, sweet, short-haired boy\nWoman offers to pull up a seat\nTake in one symphony now\nWe've just begun to battle"", 'Wrap your heel in bones of steel\nTurn the leg, a twist of color\nAutumn waited hold it to you\nIn the colored come another', 'Seven Chinese brothers swallowing the ocean\nSeven thousand years to sleep away the pain\nShe will return, she will return', 'This mellow, sweet, short-haired boy\nWoman offers to pull up a chair\nTake in one symphony now\nI guess we lost that battle', 'Wrap your heel in bones of steel\nTurn the leg, a twist of color\nAutumn waded seven seas\nSwimming colored come', 'Seven Chinese brothers swallowing the ocean\nSeven thousand years the commune did reign\nShe will return, she will return, she will return']"
http://www.metrolyrics.com/99-lyrics-rem.html,0,9-9 Lyrics,2006,"['[Inaudible]', 'Got to punch, right on target\nTwisting tongues\nGotta stripe down his back\nAll nine yards down her back', ""Give me a couple\nDon't give me a couple of pointers\nTurn to lies and conversation fear"", 'Got to punch, right on target\nTwisting tongues\nGotta stripe down his back\nAll nine yards down her back', ""Give me a couple\nDon't give me a couple of pointers\nTurn to lies and conversation"", 'What is in my mind?\nWhat is in my mind?', '[Inaudible]', 'Got to punch, right on target\nTwisting tongues\nGotta stripe down his back\nAll nine yards down his back', ""Give me a couple\nDon't give me a couple of pointers\nTurn to lies and conversation fear"", 'Conversation fear, conversation fear, conversation fear']"
http://www.metrolyrics.com/a-girl-like-you-lyrics-rem.html,0,A Girl Like You Lyrics,2006,"['(Berry/Buck/Mills/Stipe)', ""I get so disturbed, I'm all alone\nI feel so funny talking on the phone"", 'I fall apart when I hear you speak\nBelieve me girl, I just feel weak', ""I wonder how I got involved with a girl like\nYou want to tell me that I'm not you're kind of guy\nYou break the news and I break down and cry, I cry"", ""You're having fun, well that's all right\nI'm too weak to put up a fight\nI wish you'd just tell what was wrong\nInstead of leading my on"", ""I get so disturbed when I'm all alone\nI feel so funny talking on the phone\nI fall apart when I hear your speak\nBelieve me girl, I just feel weak\nI wish you'd just tell me what was wrong\nInstead of leading me on"", ""I try to call\n(Call on the phone)\nI try to call\n(But nobody's home)\nI wonder why\n(You lead my along)"", 'I wonder how I got involved with a girl like you']"
http://www.metrolyrics.com/a-month-of-saturdays-lyrics-rem.html,0,A Month Of Saturdays Lyrics,2011,"[""Five o'clock Friday\nAll my work is done\nI can hardly wait\nLet's take the server\nLet's sling it around\nLet's make it taste so sweet"", 'I wanna take all the Saturdays\nI wanna stay up late\nI wanna stomp my feet on the ground\nI wanna celebrate', 'A month of Saturdays, Saturdays\nA month of Saturday, Saturdays, ah', ""I'm tired of waiting for the weekend to begin (Sunday, Monday, Tuesday)\nI'm tired of punching in (Wednesday, Thursday)\nGive me a holiday that never ends (Friday, Saturday)\nGive me a weekend, weekend, weekend\nGive me a weekend, weekend"", ""A month of Saturdays, Saturdays\nI'm talkin' Saturday, Saturdays, ah"", 'Shout', 'Give me a weekend, weekend, weekend']"
http://www.metrolyrics.com/academy-fight-song-lyrics-rem.html,0,Academy Fight Song Lyrics,2006,"[""Walk into my room\nAsk me jerky questions\nDon't mean what you say\nImmaculate Conception"", ""Play by the rules\nSo close to the chest, chest\nShow that all's not lost\nThis is not a test."", ""Stay just as far from me as me from you.\nMake sure that you are sure of everything I do.\n'Cause I'm not, not, not, not, not, not, not, not\nYour academy"", 'The halls are like piss\nThe rooms are under lit\nStill it must be nice\nSuch a perfect fit, fit', ""What's that I hear?\nThe sound of marching feet"", '\nIt has a strange allure,\nHas a strange allure', ""Stay just as far from me as me from you.\nMake sure that you are sure of everything I do.\n'Cause I'm not, not, not, not, not, not, not, not\nYour academy"", 'Your academy', ""Maybe you're right,\nI shouldn't judge\nWhat's wrong or right,\nIt's all too much"", ""I'm not judging you,\nI'm judging me.\nMy academy.\nYour academy\nMy academy.\nYour academy""]"
http://www.metrolyrics.com/accelerate-lyrics-rem.html,0,Accelerate Lyrics,2008,"[""Sinking fast, the weight chained to my feet\nNo time to argue with belief\nI'm not alone, a thousand others dropping\nFaster than me\nWhat put me here?\nNothing to hold on to\nNowhere to brake"", ""Where is the ripcord, the trapdoor, the key?\nWhere is the cartoon escape-hatch for me?\nNo time to question the choices I make\nI've got to follow another direction (although fall down is much cooler)"", ""The last thing I remember was climbing up the stairs\nI threw the window open in challenge and despair\nI don't know what I needed\nI needed time\nI needed to escape\nI saw the future turn\nUpside-down and hesitate."", ""Where is the ripcord, the trapdoor, the key?\nWhere is the cartoon escape-hatch for me?\nNo time to question the choices I make\nI've got to follow another direction"", 'Accelerate.', 'The vista I see now is changing\nUncertainty is suffocating\nOur hope has never felt so great and\nLit up down\nA pounding pulse\nTo make it go\nMake it slow down,\nGo.', ""Where is the ripcord, the trapdoor, the key?\nWhere is the cartoon escape-hatch for me?\nNo time to question the choices I make\nI've got to follow another direction."", ""The city's burning, it's like it's ready to explode\nAccelerate to make it slow\nMake it go\nAccelerate to make it slow\nMake it go\nI'm incomplete\nI'm incomplete\nI'm incomplete.""]"
http://www.metrolyrics.com/action-lyrics-rem.html,0,Action Lyrics,2006,"[""I do the dancin'\nYou do the hoppin'\nYou do the boppin'\nI do the shakin'"", ""I'm just romancin'\nYou do the dancin'\nI see your sequence\nIt's looking, smashing"", 'You make the action, action\nHappen, happen\nAction, action\nHappen, happen', ""I'm finger poppin'\nYou do the dancin'\nYou do the shakin'\nYou're looking right now"", 'You make the action, action\nHappen, happen\nYou make the action\nHappen, happen', ""I'm finger poppin'\nYou do the hoppin'\nI see your sequence\nIt's looking right there\nYou do the dancing\nI do romancing\nYou call it hoppin'\nThere's no stoppin'"", 'You make the action, action\nHappen, happen']"
http://www.metrolyrics.com/aftermath-lyrics-rem.html,0,Aftermath Lyrics,2004,"[""now the radio stutters. snaps to life.\nsome sour song that sets it right.\nand when London falls\nhe'd like to call\nbut the stars collide.\nthey're beautiful and much maligned.\nin a universe where you see the worst,\nand it's up to you to fix it."", ""now you've worked it out\nand you see it all\nand you've worked it out\nand you see it all\nand you want to shout\nhow you see it all"", 'it\'s easy to dismiss the ""what\'s it all about"" crowd.\nthere is no doubt. it\'s this, here, now.\nand you close your eyes.\nhe\'s not coming back.\nso you work it out, overfeed the cat.\nand the plants are dry and they need to drink.\nso you do your best. and you flood the sink.\nsit down in the kitchen and cry.', ""now you've worked it out\nand you see it all\nand you've worked it out\nand you see it all\nand you want to shout\nhow you see it all"", ""now the universe left you for a runners lap.\nit feels like home when it comes crashing back.\nand it makes you laugh\nand it makes you cry,\nwhen London falls\nand you're still alive.\nthe radio stutters,\nit makes you laugh\nand the aftermath,\nopen up your eyes.\nyou're so alive."", ""now you've worked it out\nand you see it all\nand you've worked it out\nand you see it all\nand you want to shout\nhow you see it all\nhow you've worked it out\nand you see it all\nhow you've worked it out\nand you see it all""]"
http://www.metrolyrics.com/ages-of-you-lyrics-rem.html,0,Ages Of You Lyrics,2006,"['Postcard stowaway within\nPristine indigo without\nBanded ottoman as such\nSofa seated one too much', 'All along the range, ra-da-da-da-da\nAll along the range, ra-da-da-da-da\nRa-da-da-da-da\nAges of you\nAges of you\nAges of you', 'Postcard stowaway within\nPristine indigo without\nBanded ottoman as such\nSofa seated one too much', 'All along the range, ra-da-da-da-da\nAll along the range, ra-da-da-da-da\nRa-da-da-da-da\nAges of you\nAges of you\nAges of you', ""Train pulls over hanging bridge\nConductor looks up, thinks\nOut and down, hands stuck to the left\nTo the right, you should fall,\nThe horses just don't gossip anymore"", 'Postcard stowaway within\nPristine indigo without\nBanded ottoman as such\nSofa seated one too much', 'All along the range, ra-da-da-da-da\nAll along the range, ra-da-da-da-da\nRa-da-da-da-da\nAges of you\nAges of you\nAges of you']"
http://www.metrolyrics.com/airportman-lyrics-rem.html,0,Airportman Lyrics,2006,"['He moves efficiently\nBeyond security.\nGreat opportunity awaits.\nAirport fluorescent\nCreature of habit\nLabored breathing and sallow skin\nRecycled air\nMoving sidewalks\nGreat opportunity blinks.\nGreat opportunity blinks.\nDiscounted.', 'The people mover\nThe people mover\nDiscounted.']"
http://www.metrolyrics.com/all-i-have-to-do-is-dream-lyrics-rem.html,0,"All I Have To Do Is, Dream Lyrics",2006,"['Dream, dream dream dream, dream, dream dream dream', 'When I want you in my arms\nWhen I want you and all your charms\nWhenever I want you, all I have to do, is\nDream\nDream dream dream', 'When I feel blue in the night\nAnd I need you to hold me tight\nWhenever I want you, all I have to do, is\nDream', ""I can make you mine\nTaste your lips of wine\nAny time, night or day,\nOnly trouble is, gee whiz\nI'm dreamin' my life away"", 'I need you so that I could die\nI love you so, and that is why\nWhenever I want you, all I have to do, is\nDream\nDream dream dream\nDream', ""I can make you mine\nTaste your lips of wine\nAny time, night or day\nOnly trouble is, gee whiz\nI'm dreamin' my life away"", 'I need you so that I could die\nI love you so, and that is why\nWhenever I want you, all I have to do, is\nDream\nDream dream dream...']"
http://www.metrolyrics.com/all-the-best-lyrics-rem.html,0,All The Best Lyrics,2011,"[""So over me.\nSo pie in my face.\nSo talk to me.\nTell me where to place these in my\nQuasimodo heart\nThat's where I slipped and fell\nI rang the church bell 'till my ears bled\nred blood cells."", ""I think\nI'll sing and rhyme\nI'll give it one more time\nI'll show the kids how to do it,\nfine fine, fine."", ""I hold the mirror up\nYou tell me what is what,\nYou tell me which part of my story, baby\nstuck, stuck, stuck\nI'm in a part of your dreams\nThat you don't even understand\nIt's just like me to overstay my welcome, man."", ""Let's sing and rhyme\nLet's give it one more time\nLet's show the kids how to do it,\nfine fine, fine."", 'Oh...', ""I just have to get that off my chest\nNow It's time to get on with the rest\nAll the best, all the best\nall the best, all the best, best, best"", ""It's just like me to overstay my welcome bless.\nLet's sing and rhyme\nLet's give it one more time\nLet's show the kids how to do it,\nfine fine, fine."", ""Let's sing and rhyme\nLet's give it one more time\nLet's show the kids how to do it,\nfine fine, fine\nfine.""]"
http://www.metrolyrics.com/all-the-right-friends-lyrics-rem.html,1,All The Right Friends Lyrics,2003,"[""I know you say\nMaybe some day\nI need never be alone\nI know I say\nIt's the right way\nBut you'll never be the one"", ""I've been walking alone now\nFor a long, long time\nI don't wanna hang out now\nWith the friends who just aren't mine"", ""Party to party\nYou've been looking\nBut your search will never end\nYou've been hanging\nWith the wrong crowd\nYou've got all the right friends"", ""I've been walking alone now\nFor a long, long time\nI don't wanna hang out now\nWith the friends that just aren't mine"", ""I don't wanna be with you anymore\nI just don't want you anymore\nI don't wanna be with you anymore\nI just don't want you anymore"", ""I don't wanna be with you anymore\nI just don't want you anymore\nI don't wanna be with you anymore\nI just don't want you anymore""]"
http://www.metrolyrics.com/all-the-way-to-reno-lyrics-rem.html,0,All the Way to Reno Lyrics,2003,"[""Humming\nall the way to reno\nyou've dusted the non-believers\nand challenged the laws of chance\nnow, sweet\nyou were so sugar sweet\nyou may as well have had 'kick me'\nfastened on your sleeve\nYou know what you are,\nyou're gonna be a star\nyou know what you are\nyou're gonna be a star\nWing\nis written on your feet\nyour achilles heel\nis a tendency\nto dream\nbut you've know that from the beginning\nyou didn't have to go so far\nyou didn't have to go.\nYou know what you are,\nyou're gonna be a star\nyou know what you are\nyou're gonna be a star\nYou know who you are\nyou know who you are\nyou know who you are.\nHumming\nall the way to reno,\nyou've written your own directions\nand whistled the rules of change\nYou know what you are\nyou're gonna be a star\nyou know what you are\nyou're gonna be a star\nyou know what you are\nyou're gonna be a star\nyou know what you are\nyou're gonna be a star\nHumming\nall the way to reno\nall the way to reno\nall the way to reno\nYou're gonna be a star, you are\nyou're gonna be a star\nyou're gonna be a star, you are\nyou're gonna be a star""]"
http://www.metrolyrics.com/all-the-way-to-reno-youre-gonna-be-a-star-lyrics-rem.html,0,All The Way To Reno (You're Gonna Be A Star) Lyrics,2006,"[""Humming\nAll the way to Reno.\nYou've dusted the non believers\nAnd challenged the laws of chance.\nNow, sweet\nYou were so sugar sweet\nYou may as well have had 'kick me'\nFastened on your sleeve."", ""You know what you are\nYou're gonna be a star\nYou know what you are\nYou're gonna be a star."", ""Wing\nIs written on your feet\nYour Achilles heel\nIs a tendency\nTo dream\nBut you've known that from the beginning.\nYou didn't have to go so far\nYou didn't have to go."", ""You know what you are\nYou're gonna be a star\nYou know what you are\nYou're gonna be a star."", 'You know who you are\nYou know who you are\nYou know who you are.', ""Humming\nAll the way to Reno\nYou've written your own directions\nAnd whistled the rules of change."", ""You know what you are\nYou're gonna be a star\nYou know what you are\nYou're gonna be a star\nYou know what you are\nYou're gonna be a star\nYou know what you are\nYou're gonna be a star."", ""Humming\nAll the way to Reno\nYou're gonna be a star, you are\nYou're gonna be a star\nYou're gonna be a star, you are\nYou're gonna be a star.""]"
http://www.metrolyrics.com/alligator-aviator-autopilot-antimatter-lyrics-rem.html,0,Alligator Aviator Autopilot Antimatter Lyrics,2011,"['feel like an alligator\nClimbing up the escalator\nClimbing up the escalator\nI feel strong', ""I feel like an aviator pilot\nThinks you wouldn't buy it\nI'm feeling violent\nBeat your bleeding eye in\nHey, hey, alligator, you've got a lot to learn\nI have, have got a lot to learn"", ""I feel like an autopilot\nI'm the world's strongest island\nI feel like a rage coming under my hood\nI feel good and calm like a robot would"", ""I feel like an autopilot\nI feel like an autopilot\nI am not a hater, hater, hater, hater, hater\nHey, hey, alligator, you've got a lot to learn\nI have, have got a lot to learn"", ""I feel like a contradiction\nI'm a walking science-fiction\nI don't know which way to turn\nI've got a lot to learn\nI've got a lot of lot to learn"", ""If I didn't like the way you stared at me\nIf I didn't like the way you stared at me\nI could sideways, I could knock you blind\nI could show you found to the lost and find"", ""I am not an agitator\nI feel like an agitator\nClimbing up the escalator...\nHey, hey, alligator, you've got a lot to learn\nI have got, have got a lot to learn"", ""You've got so much to learn\nYou got a lot to learn... ""]"
http://www.metrolyrics.com/andy-gets-fired-lyrics-rem.html,0,Andy Gets Fired Lyrics,2008,"[""1, 2, melatonin is coming for you\n3, 4, baby, won't you lock the door?\n5, 6, I'm done with this\n7, 8, it's getting late, so close your eyes, sleep for days"", ""Hush, little baby, drink your spoiled milk\nI'm fucking crazy, need my prescription filled\nDo you like my cookies? They're made just for you\nA little bit of sugar, but lots of poison, too"", ""Ashes, ashes, time to go down\nOoh, honey do you want me now?\nCan't take it anymore, need to put you to bed\nSing you a lullaby where you die at the end"", ""9, 10, never want to see you again\n11, 12, I pull off black so well\nShit behind the curtain that I'm sick of sugarcoatin'\nNext time you're alone, think twice when you grab the phone"", ""Ashes, ashes, time to go down\nOoh, honey do you want me now?\nCan't take it anymore, need to put you to bed\nSing you a lullaby where you die at the end""]"
http://www.metrolyrics.com/animal-lyrics-rem.html,1,Animal Lyrics,2003,"[""Hey what's the big deal?\nTell me how to feel?\nI know where we boomeranged and fell from grace.\nPoint me to the stars I'm up for the chase.\nI know where we fell on our face.\nJump with me.\nYou jump with me."", ""Hey, what's the big deal-\nI'm an animal.\n(The answer landed on my rooftop. Whoa.)\nI'm an animal.\n(The future and the truth, on my rooftop. Whoa.)\nI'm an animal.\n(It's calling me to work it out.) (Whoa)"", ""I don't wanna boomerang.\nI don't wanna cannonball.\nI'm not angling.\nI don't want to fall.\nTell me I'm the anchor of my own ascension.\nTell me I'm a tourist in the 4th dimension?"", ""Hey, what's the big deal-\nI'm an animal.\n(The answer landed on my rooftop. Whoa.)\nI'm an animal.\n(The future and the truth, on my rooftop. Whoa.)\nI'm an animal.\n(It's calling me to work it out.) (Whoa)"", 'work it out.', ""I am vibrating at the speed of light.\nTake my hand, we'll wind up the night.\nSpin me, win me, lift me, kiss me.\nTrip me, trust me, cuss me, judge me.\ntouch me now.\nyou take my hand.\nyou trust me now\nyou understand."", ""So, what's the big deal-\nI'm an animal.\n(The answer landed on my rooftop. Whoa.)\nI'm an animal.\n(The future and the truth, on my rooftop. Whoa.)\nI'm an animal.\n(It's calling me to work it out.) (Whoa)\nI am vibrating at the speed of light.""]"
http://www.metrolyrics.com/arms-of-love-lyrics-rem.html,1,Arms Of Love Lyrics,2006,"[""Maybe tonight you're achin'\nFor someone you're dreamin' of\nTomorrow you'll be wakin'\nInto the Arms, into the arms of Love"", ""Maybe tonight you're cryin'\nLike a poor wounded dove\nTell me you'll soon be flying\nInto the Arms, into the arms of love"", ""Maybe tonight you're takin'"", ""You couldn't get enough\nHoney you'll soon be wakin'\nInto the Arms, into the arms of Love"", ""Maybe the world is falling\nIt wasn't strong enough\nTell me you'll soon be crawling\nInto the Arms, into the arms of Love\n(repeat to end)""]"
http://www.metrolyrics.com/around-the-sun-lyrics-rem.html,0,Around The Sun Lyrics,2004,"['I want the sun to shine on me\nI want the truth to set me free\nI wish the followers would lead\nwith a voice so strong it could knock me to my knees', ""hold on world 'cause you don't know what's coming\nhold on world 'cause I'm not jumping off\nhold onto this boy a little longer\ntake another trip around the sun"", 'if I jumped into the ocean to believe\nIf I climbed a mountain would I have to reach?\ndo I even dare to speak?--to dream?--believe?\ngive me a voice so strong\nI can question what I have seen', ""hold on world 'cause you don't know what's coming\nhold on world 'cause I'm not jumping off\nhold onto this boy a little longer\ntake another trip around the sun"", 'around the sun\naround the sun\naround the sun\nlet my dreams set me free.\nbelieve. believe.\nnow now now now now now']"
http://www.metrolyrics.com/at-my-most-beautiful-lyrics-rem.html,0,At My Most Beautiful Lyrics,2003,"[""I've found a way to make you\nI've found a way\nA way to make you smile"", ""I read bad poetry\nInto your machine\nI save your messages\nJust to hear your voice.\nYou always listen carefully\nTo awkwards rhymes.\nYou always say your name.\nLike I wouldn't know it's you\nAt your most beautiful."", ""I've found a way to make you\nI've found a way\nA way to make you smile"", ""At my most beautiful\nI count your eyelashes secretly.\nWith every one, whisper I love you.\nI let you sleep.\nI know you're closed eye watching me,\nListening.\nI thought I saw a smile."", ""I've found a way to make you\nI've found a way\nA way to make you smile""]"
http://www.metrolyrics.com/at-my-most-beautifull-lyrics-rem.html,0,At My Most Beautifull Lyrics,2006,"[""I've found a way to make you\nI've found a way\nA way to make you smile"", ""I read bad poetry\nInto your machine\nI save your messages\nJust to hear your voice.\nYou always listen carefully\nTo awkwards rhymes.\nYou always say your name.\nLike I wouldn't know it's you\nAt your most beautiful."", ""I've found a way to make you\nI've found a way\nA way to make you smile"", ""At my most beautiful\nI count your eyelashes secretly.\nWith every one, whisper I love you.\nI let you sleep.\nI know you're closed eye watching me,\nListening.\nI thought I saw a smile."", ""I've found a way to make you\nI've found a way\nA way to make you smile""]"
http://www.metrolyrics.com/auctioneer-lyrics-rem.html,0,Auctioneer Lyrics,2006,"[""She didn't want to get pinned down by her prior town\nGet me to the train on time, here take this nickel, make a dime\nTake this penny and make it into a necklace when I leave\nWhat is at the other end and I don't know\nAnother friend, another wife, another morning spent"", 'Listen to the auctioneer\nAnother engine, another engine', ""We never wrote the reasons that I need explained\nSome things are givens and others get away\nThis time it's for myself, you call it what you may\nOkay, we won't say goodbye so long, so much more"", 'Listen to the auctioneer\nAnother engine, another engine', 'Listen to the bargain holler\nListen to the barter holler\nListen to the auctioneer', ""Oh, get me to the train on time, here take this nickel, make a dime\nTake this penny and make it into a necklace when I leave\nWhat is at the other end and I don't know\nAnother friend, another wife, another morning spent"", 'So listen to the auctioneer\nAnother engine, another engine\nAnother engine, another engine\nAnother', 'Do I stand the bargain holler?\nListen to the barter holler']"
http://www.metrolyrics.com/auctioneer-another-engine-lyrics-rem.html,0,Auctioneer (another Engine) Lyrics,2006,"[""She didn't want to get pinned down by her prior town\nGet me to the train on time, here, take this nickel, make a dime\nTake this penny and make it into a necklace when I leave\nWhat is at the other end I don't know, another friend\nAnother wife, another morning spent"", 'Listening, listen to the auctioneer\nAnother engine, another engine', ""We never wrote the reasons that I need explained\nSome things are givens and others get away\nThis time it's for myself, you call it what you may\nOkay, we won't say goodbye so long, so much more"", 'And listen to the auctioneer\nAnother engine, another engine\nListen to the bargain holler, listen to the barter holler\nListen to the auctioneer', ""Get me to the train on time, here, take this nickel, make a dime\nTake this penny and make it into a necklace when I leave\nWhat is at the other end of it, I don't know, another friend\nAnother wife, another morning spent"", 'Listening, listen to the auctioneer\nAnother engine, another engine\nAnother engine, another engine\nAnother', 'Listen to the bargain holler listen to the barter holler']"
http://www.metrolyrics.com/aaberlin-lyrics-rem.html,0,ÃœBerlin Lyrics,2011,[]
http://www.metrolyrics.com/baby-baby-lyrics-rem.html,0,Baby Baby Lyrics,2006,"[""Mmmm... You're so pretty\nNot to talk to you would be a crime\nLet me put my arms around you\nJust wanna use up a little of your time"", ""And I'm going...\nBaby baby baby\nBaby baby baby\nBaby baby baby\nWon't you be my girl?"", ""You're eyes, they're so pretty\nThe clothes you wear, so fine\nWon't you come around to my place\nJust wanna use up a little of your time"", ""And I'm going...\nBaby baby baby\nBaby baby baby\nBaby baby baby\nWon't you be my girl?"", 'Come on, come on, come on', ""Baby baby baby\nWon't you be my girl?\nBaby baby baby\nWon't you be my girl?\nBaby baby baby\nWon't you be my girl?\nBaby baby baby\nWon't you be my girl?\nBaby baby baby\nWon't you be my girl?\nBaby baby baby\nWon't you be my girl?""]"
